OBJECTID,SEMEL_YISHUV,SHEM_YISHUV,SHEM_YISHUV_ENGLISH,STAT_2022,YISHUV_STAT_2022,ROVA,TAT_ROVA,COD_TIFKUD,SHAPE_Length,SHAPE_Area
719,5526,מטה יהודה,Matte Yehuda,,5526,,,,423219.690662947,437858696.158154
720,5527,גן רווה,Gan Rawe,,5527,,,,71606.4496519154,33435537.963498
721,5528,ברנר,Brenner,,5528,,,,52413.2525441741,22201702.6550364
722,5529,חבל יבנה,Hevel Yavne,,5529,,,,65940.8174318451,28198767.4468716
723,5530,גזר,Gezer,,5530,,,,192661.960044693,94711339.2598006
724,5531,נחל שורק,Nahal Soreq,,5531,,,,51557.7933493039,20506232.6329718
725,5532,גדרות,Gederot,,5532,,,,20885.2086846498,2375388.24879858
726,5533,באר-טוביה,Be'er Tuveya,,5533,,,,197355.328566343,75050108.6149154
727,5534,שפיר,Shafir,,5534,,,,154993.926366416,61168381.332573
728,5535,יואב,Yo'av,,5535,,,,188183.545621214,185608625.712863
729,5536,חוף אשקלון,Hof Ashqelon,,5536,,,,173549.970973238,151307589.615726
730,5537,שער הנגב,Sha'ar HaNegev,,5537,,,,192779.21727766,166279971.087427
731,5538,אשכול,Eshkol,,5538,,,,310757.947557078,703224392.418998
732,5539,שדות נגב,Sedot Negev,,5539,,,,155863.683283914,94747996.4654514
733,5540,שדות דן,sedot dan,,5540,,,,63884.6893685634,14570029.3098998
734,5541,בני שמעון,Bene Shim'on,,5541,,,,314214.487627998,356349987.908761
735,5542,מרחבים,Merhavim,,5542,,,,349136.969667798,453481698.46201
736,5545,אלונה,Allona,,5545,,,,56538.2655211479,23470356.7049162
737,5548,רמת נגב,Ramat Negev,,5548,,,,552819.467656365,4071001153.28768
738,5550,לכיש,Lakhish,,5550,,,,250862.728308907,358239560.278594
739,5551,תמר,Tamar,,5551,,,,358577.418427194,1609687716.63579
740,5552,מעלה יוסף,Ma'ale Yosef,,5552,,,,218023.325866313,75224877.9585571
741,5553,חבל אילות,Hevel Elot,,5553,,,,361318.63744882,2625306959.6847
742,5554,הערבה התיכונה,HaArava HaTikhona,,5554,,,,323574.99985371,1528458634.233
743,5555,מבואות החרמון,Mevo'ot HaHermon,,5555,,,,292236.553029193,120817236.57312
744,523,ניין,NEIN,1,5230001,,,1,6920.36006575888,772663.3131267
745,524,נאעורה,NA'URA,1,5240001,,,1,3987.30830020169,871411.841915048
746,525,סאג'ור,SAJUR,1,5250001,,,1,7805.78988303518,3568399.15244106
747,526,סולם,SULAM,1,5260001,,,1,3608.63697893289,430938.785281559
748,527,שזור,SHEZOR,1,5270001,,,1,3576.80016592822,552213.701214728
749,528,עוזייר,UZEIR,1,5280001,,,1,6946.2117241683,1117168.34745185
750,529,אעבלין,I'BILLIN,1,5290001,,,1,12316.6944312044,4011812.92374606
751,529,אעבלין,I'BILLIN,2,5290002,,,1,3220.952171284,445123.877196487
752,529,אעבלין,I'BILLIN,3,5290003,,,1,18311.0365899938,7578983.59601531
753,530,עיילבון,EILABUN,1,5300001,,,1,16184.4273078581,5627854.57964736
754,531,עראבה,ARRABE,1,5310001,,,1,14269.0322229617,4031735.9822369
755,531,עראבה,ARRABE,2,5310002,,,1,2728.23423158853,428203.991754329
756,531,עראבה,ARRABE,3,5310003,,,1,3162.89627455365,298214.454868964
757,531,עראבה,ARRABE,4,5310004,,,1,8085.48344121591,1392998.84232405
758,531,עראבה,ARRABE,5,5310005,,,1,7468.93671154383,2247444.85542682
759,532,עין מאהל,EIN MAHEL,1,5320001,,,1,9889.76097979026,2457955.17360203
760,532,עין מאהל,EIN MAHEL,2,5320002,,,1,3695.24018224233,473132.96538544
761,532,עין מאהל,EIN MAHEL,3,5320003,,,1,8429.28387437665,2301112.75302875
762,534,עספיא,ISIFYA,1,5340001,,,1,6013.29618105873,880441.716970993
763,534,עספיא,ISIFYA,2,5340002,,,1,9294.28916448208,1933087.16581323
764,8300,ראשון לציון,RISHON LEZIYYON,422,83000422,4,42,1,1812.39077079407,151448.248052259
765,8300,ראשון לציון,RISHON LEZIYYON,423,83000423,4,42,1,2736.50961632837,459298.036259273
766,8300,ראשון לציון,RISHON LEZIYYON,424,83000424,4,42,1,1634.36145921731,158250.671431128
767,8300,ראשון לציון,RISHON LEZIYYON,425,83000425,4,42,1,1651.60205761443,104320.228304598
768,8300,ראשון לציון,RISHON LEZIYYON,426,83000426,4,42,1,3056.74971239442,256088.057066355
769,8300,ראשון לציון,RISHON LEZIYYON,427,83000427,4,42,4,4734.38975953604,999441.043025209
770,8300,ראשון לציון,RISHON LEZIYYON,428,83000428,4,42,5,9122.04340529654,2681942.65396732
771,8300,ראשון לציון,RISHON LEZIYYON,511,83000511,5,51,6,3110.61828302529,340915.404962924
772,8300,ראשון לציון,RISHON LEZIYYON,512,83000512,5,51,1,3177.37496328775,480575.321126543
773,8300,ראשון לציון,RISHON LEZIYYON,513,83000513,5,51,1,2078.09965495239,195253.084226797
774,8300,ראשון לציון,RISHON LEZIYYON,514,83000514,5,51,1,1992.74787075773,175574.788548847
775,8300,ראשון לציון,RISHON LEZIYYON,515,83000515,5,51,1,1922.50144672917,171901.042468206
776,8300,ראשון לציון,RISHON LEZIYYON,516,83000516,5,51,1,2520.98500468327,235384.213431088
777,8300,ראשון לציון,RISHON LEZIYYON,521,83000521,5,52,1,3607.15469121426,626332.005501023
778,8300,ראשון לציון,RISHON LEZIYYON,522,83000522,5,52,1,1676.02187323456,158715.109283094
779,8300,ראשון לציון,RISHON LEZIYYON,523,83000523,5,52,1,2255.26938237059,299564.62410423
780,8300,ראשון לציון,RISHON LEZIYYON,524,83000524,5,52,1,2114.01583311748,239656.52411979
781,8300,ראשון לציון,RISHON LEZIYYON,611,83000611,6,61,1,1866.14964614884,203386.892913898
782,8300,ראשון לציון,RISHON LEZIYYON,612,83000612,6,61,1,3190.76133330964,528666.513790471
783,8300,ראשון לציון,RISHON LEZIYYON,613,83000613,6,61,1,3713.47616454484,528935.530377858
784,8300,ראשון לציון,RISHON LEZIYYON,614,83000614,6,61,1,3694.89656090319,863886.696182539
785,8300,ראשון לציון,RISHON LEZIYYON,621,83000621,6,62,6,6045.74876775854,1934492.65181696
786,8300,ראשון לציון,RISHON LEZIYYON,622,83000622,6,62,2,3374.88416596118,642504.736508486
787,8300,ראשון לציון,RISHON LEZIYYON,623,83000623,6,62,1,2762.22595499687,271527.210034674
788,8300,ראשון לציון,RISHON LEZIYYON,624,83000624,6,62,1,1995.83455049084,257495.21758551
789,8300,ראשון לציון,RISHON LEZIYYON,625,83000625,6,62,1,2800.05758966264,441029.198796736
790,8300,ראשון לציון,RISHON LEZIYYON,631,83000631,6,63,6,3119.64996816658,341709.276233733
791,8300,ראשון לציון,RISHON LEZIYYON,632,83000632,6,63,1,2447.95595279933,380141.010516498
792,8300,ראשון לציון,RISHON LEZIYYON,633,83000633,6,63,1,2326.86443121229,332865.911162457
793,8300,ראשון לציון,RISHON LEZIYYON,634,83000634,6,63,4,3102.33101831283,428476.995555519
794,534,עספיא,ISIFYA,3,5340003,,,1,6804.41001068491,1863952.64361854
795,534,עספיא,ISIFYA,4,5340004,,,1,11703.0496505298,3774731.2722104
796,535,פסוטה,FASSUTA,1,5350001,,,1,15695.7195647269,11051863.6639814
797,536,פקיעין (בוקייעה),PEQI'IN (BUQEI'A),1,5360001,,,1,19238.654800905,5654644.85487952
798,537,פוריידיס,FUREIDIS,1,5370001,,,1,6145.41576257923,980771.630594505
799,537,פוריידיס,FUREIDIS,2,5370002,,,1,8242.8864601916,1902268.5653039
800,537,פוריידיס,FUREIDIS,3,5370003,,,1,5673.97520658108,1173857.7992071
801,538,שעב,SHA'AB,1,5380001,,,1,17399.4365660092,5383542.58149628
802,539,רומאנה,RUMMANE,1,5390001,,,1,2693.11302332709,363180.258211179
803,540,ריחאנייה,REIHANIYYE,1,5400001,,,1,4171.42303209935,579636.645615574
804,541,ג'סר א-זרקא,JISR AZ-ZARQA,1,5410001,,,1,3326.37352719621,522566.820441852
805,541,ג'סר א-זרקא,JISR AZ-ZARQA,2,5410002,,,1,2773.96620953959,277146.972072374
806,541,ג'סר א-זרקא,JISR AZ-ZARQA,3,5410003,,,1,4741.00830138389,850036.506126713
807,542,ריינה,REINE,1,5420001,,,1,6134.70843417235,1128920.87978107
808,542,ריינה,REINE,2,5420002,,,1,4135.32245760632,674278.049212307
809,542,ריינה,REINE,3,5420003,,,1,13606.8358802886,6973046.10481184
810,542,ריינה,REINE,4,5420004,,,1,9379.73563904725,2065924.01319182
811,543,ראמה,RAME,1,5430001,,,1,16512.7682833147,6491599.06550939
812,546,עין אל-אסד,EIN AL-ASAD,1,5460001,,,1,3690.41817534833,509946.753534622
813,547,טמרה (יזרעאל),TAMRA (YIZRE'EL),1,5470001,,,1,3982.13682214478,506990.14312352
814,549,גנות הדר,GANNOT HADAR,1,5490001,,,1,2027.22202725969,217703.784134178
815,553,ניר בנים,NIR BANIM,1,5530001,,,1,5832.0082610361,1885264.62495289
816,555,שדמה,SHEDEMA,1,5550001,,,1,5907.47558464435,1753507.95252525
817,559,בוסתן הגליל,BUSTAN HAGALIL,1,5590001,,,1,6358.69778292503,2046579.61048833
818,562,בית אלעזרי,BET EL'AZARI,1,5620001,,,1,9911.21896691278,4247297.23695736
819,563,משמר דוד,MISHMAR DAWID,1,5630001,,,1,3519.30529558258,487532.576885908
820,564,רבדים,REVADIM,1,5640001,,,1,6074.98042352741,1815079.68663015
821,565,אזור,AZOR,1,5650001,,,1,5340.56569994733,843077.699670321
822,565,אזור,AZOR,2,5650002,,,1,3615.28929122306,526821.580660941
823,565,אזור,AZOR,3,5650003,,,1,3874.72984434283,848472.580975176
824,566,גבעת שמש,GIV'AT SHEMESH,1,5660001,,,1,978.373858432366,58831.082375762
825,567,צרעה,ZOR'A,1,5670001,,,1,4125.35993242882,738262.440688883
826,570,מעונה,ME'ONA,1,5700001,,,1,9399.09100896575,1853728.75649244
827,571,בית גמליאל,BET GAMLI'EL,1,5710001,,,1,8090.51827212536,3125714.54616542
828,572,בית העמק,BET HAEMEQ,1,5720001,,,1,4014.73424489172,839205.340375773
829,573,מבקיעים,MAVQI'IM,1,5730001,,,1,2859.87518510256,474555.107005961
830,574,גשר הזיו,GESHER HAZIW,1,5740001,,,1,6391.95030189222,1272525.07767802
831,1368,בני דקלים,BNE DEQALIM,1,13680001,,,1,4971.01436119961,1238500.20040501
832,1369,נטע,NETA,1,13690001,,,1,3572.01737654457,548123.783078692
833,1370,מצפה אילן,MITSPE ILAN,1,13700001,,,1,3354.76821418164,438928.495724545
834,1371,גני טל,GANNE TAL,1,13710001,,,1,3560.34334790659,530910.861992355
835,1372,נצר חזני,NEZER HAZZANI,1,13720001,,,1,2543.18874770324,322372.089836642
836,1373,שלווה במדבר,SHALVA BAMIDBAR,1,13730001,,,5,2057.97233506309,234612.465043271
837,1374,כרמי קטיף,KARME KATIF,1,13740001,,,1,3132.26877775012,563943.91470624
838,1375,אבו תלול,ABU TULUL,1,13750001,,,1,23683.8668505029,11501323.1567684
839,1376,באר גנים,BE'ER GANNIM,1,13760001,,,1,4430.15532904014,1042762.31030481
840,1377,שבי דרום,SHAVE DAROM,1,13770001,,,1,2888.30463813945,405765.395697205
841,1378,שיזף,SHEZAF,1,13780001,,,1,1707.51740392422,88570.232249045
842,1419,ניצן ב',NIZZAN B,1,14190001,,,1,3501.99036971334,445678.97318763
843,1701,מפעלי נחם הרטוב,no name,1,17010001,,,,9246.24346979209,1453358.67994594
844,1702,נווה אילן*,no name,1,17020001,,,,1185.32964359791,63475.0009772153
845,1705,"מרכז כ""ח",no name,1,17050001,,,,2433.61840338783,230800.280969549
846,1706,מפעלי גליל עליון,no name,1,17060001,,,,3025.14482837931,352075.858132648
847,1707,תל חי (מכללה),no name,1,17070001,,,,4070.53584454533,742202.414646137
848,1708,מרכז אזורי מרום הגליל,no name,1,17080001,,,,3818.56308448291,431077.789628455
849,1709,דלתון,no name,1,17090001,,,,3654.36956477875,647516.326996091
850,1711,מפעלי צמח,no name,1,17110001,,,,3884.4817374945,547470.46180508
851,1712,בית חולים פוריה,no name,1,17120001,,,,1792.69465492676,187844.679624306
852,1713,מרכז אזורי כדורי,no name,1,17130001,,,,2879.23155153869,186023.794904032
853,1714,תעשיות גליל תחתון,no name,1,17140001,,,,5258.03395879545,1014562.72272648
854,1715,"מרכז מיר""ב*",no name,1,17150001,,,,1599.27634563385,110378.419507654
855,1716,אילון תבור*,no name,1,17160001,,,,5990.88755581925,2123977.52841575
856,1717,מפעלי העמק (יזרעאל),no name,1,17170001,,,,2791.7401718139,314704.488484303
857,1719,מפעלי שאן,no name,1,17190001,,,,4703.6594914914,535844.313810514
858,1722,מגדל תפן,no name,1,17220001,,,,7585.54173810105,2691099.5767551
859,1723,מרכז אזורי משגב,no name,1,17230001,,,,1878.51716806405,200599.637575771
860,1724,אזור תעסוקה משגב(תרדיון),no name,1,17240001,,,,4732.04283310644,1161345.0406245
861,1725,"בי""ס אזורי מקיף (אשר)",no name,1,17250001,,,,2146.65695880562,230970.50368345
862,1726,אזור תעשייה אכזיב (מילואות),no name,1,17260001,,,,2434.92836254531,305686.089688964
863,1727,אזור תעשייה נעמן (מילואות),no name,1,17270001,,,,3747.52858109956,415137.543073366
864,1728,בר-לב,no name,1,17280001,,,,7700.04249741596,2290982.44520547
865,1729,מפעלי חבל מודיעים,no name,1,17290001,,,,4556.64494627843,1235471.17266508
866,575,יסעור,YAS'UR,1,5750001,,,1,3077.77354378057,513306.53136451
867,576,כברי,KABRI,1,5760001,,,1,3599.03747174215,639457.040712164
868,577,יד בנימין,YAD BINYAMIN,1,5770001,,,1,4062.67894599302,909684.253316737
869,578,סאסא,SASA,1,5780001,,,1,3662.01066137877,642954.530838465
870,579,כפר ראש הנקרה,KEFAR ROSH HANIQRA,1,5790001,,,1,6476.5559170898,1804944.35942586
871,580,"כרם מהר""ל",KEREM MAHARAL,1,5800001,,,1,5631.04342679915,561615.805032916
872,582,כפר הנגיד,KEFAR HANAGID,1,5820001,,,1,5896.0509120507,1820552.37021817
873,584,זיקים,ZIQIM,1,5840001,,,1,3385.66836993143,645168.8343453
874,585,לביא,LAVI,1,5850001,,,1,3262.73883231419,513899.170348478
875,586,מגידו,MEGIDDO,1,5860001,,,1,3246.15996967095,574516.774322463
876,587,סביון*,SAVYON,1,5870001,,,1,9582.02891064643,3707826.52025925
877,588,בני ראם,BENE RE'EM,1,5880001,,,1,7835.99688168162,3478864.9891783
878,589,בצת,BEZET,1,5890001,,,1,5310.76560915926,1480277.24915498
879,590,נווה אור,NEWE UR,1,5900001,,,1,2565.63072080018,375601.386823686
880,591,עשרת,ASERET,1,5910001,,,1,2941.54443679233,604538.976155167
881,592,בני דרום,BENE DAROM,1,5920001,,,1,3356.09205901053,440140.04490936
882,593,ערוגות,ARUGOT,1,5930001,,,1,7799.7668522175,3213943.74059484
883,594,צפרייה,ZAFRIYYA,1,5940001,,,1,5407.51114083007,1741598.29361544
884,595,לוחמי הגיטאות,LOHAME HAGETA'OT,1,5950001,,,1,5493.66472045001,1047843.19494801
885,596,מלכייה,MALKIYYA,1,5960001,,,1,7698.26097207595,3137171.23802743
886,597,פלמחים,PALMAHIM,1,5970001,,,1,2584.53501971815,323296.403163974
887,598,בית קמה,BET QAMA,1,5980001,,,1,3560.4216311523,745900.768400884
888,599,פרוד,PAROD,1,5990001,,,1,2865.09154524753,485436.965177629
889,602,נירים,NIRIM,1,6020001,,,1,2948.28488006916,563463.255349607
890,603,אלקוש,ELQOSH,1,6030001,,,1,3583.0714257909,609516.989206422
891,604,בית עריף,BET ARIF,1,6040001,,,1,6809.30769505105,1568803.11039216
892,605,כפר שמאי,KEFAR SHAMMAY,1,6050001,,,1,4947.09869684078,661830.316487256
893,606,מזור,MAZOR,1,6060001,,,1,6775.36129455204,1866652.48481047
894,607,מירון,MERON,1,6070001,,,1,5903.61037777985,1199189.31984697
895,609,כפר חושן,KEFAR HOSHEN,1,6090001,,,1,4919.26564961762,864064.917690458
896,610,סתרייה,SITRIYYA,1,6100001,,,1,5917.65629254037,1814937.51966686
897,612,צרופה,ZERUFA,1,6120001,,,1,6497.35680842008,2352246.46608483
898,613,ציפורי,ZIPPORI,1,6130001,,,1,9284.04889193172,3365831.05289133
899,614,שומרה,SHOMERA,1,6140001,,,1,5461.72982733341,885784.701933389
900,615,קדרון,QIDRON,1,6150001,,,1,11595.7800154126,4994374.71790982
901,616,רינתיה,RINNATYA,1,6160001,,,1,4925.00383478419,1265639.72530873
902,617,ברקאי,BARQAY,1,6170001,,,1,3034.25155978511,415055.658874256
903,618,חדיד,HADID,1,6180001,,,1,5411.23811497905,1479450.9527554
904,619,בית גוברין,BET GUVRIN,1,6190001,,,1,5264.97019508793,1359787.5526086
905,620,משואות יצחק,MASSU'OT YIZHAQ,1,6200001,,,1,5451.22559753637,1636272.50909785
906,622,עין צורים,EN ZURIM,1,6220001,,,1,4304.11725818549,666238.061549733
907,623,יראון,YIR'ON,1,6230001,,,1,3480.25291855641,544571.747595917
908,627,ג'לג'וליה,JALJULYE,1,6270001,,,1,3748.09045159339,573063.437009242
909,627,ג'לג'וליה,JALJULYE,2,6270002,,,1,3065.12391291153,428038.122005649
910,627,ג'לג'וליה,JALJULYE,3,6270003,,,1,3696.07361282613,595635.858228155
911,627,ג'לג'וליה,JALJULYE,4,6270004,,,2,5971.27954886986,873869.179544484
912,628,ג'ת,JATT,1,6280001,,,1,16186.666441778,4221125.68340637
913,628,ג'ת,JATT,2,6280002,,,1,9629.33102500206,3497137.43571976
914,633,כפר ברא,KAFAR BARA,1,6330001,,,1,8582.56996196054,2279199.05399915
915,634,כפר קאסם,KAFAR QASEM,1,6340001,,,1,11490.830706812,4638770.04701432
916,634,כפר קאסם,KAFAR QASEM,2,6340002,,,1,3565.37329482704,621717.722172986
917,634,כפר קאסם,KAFAR QASEM,3,6340003,,,1,8270.72098164768,2200330.03633793
918,634,כפר קאסם,KAFAR QASEM,4,6340004,,,1,7892.06226717166,1847355.59644421
919,635,מוקייבלה,MUQEIBLE,1,6350001,,,1,5543.15868661188,891202.724928269
920,636,צנדלה,SANDALA,1,6360001,,,1,4397.62540799633,691279.539391678
921,637,ערערה,AR'ARA,1,6370001,,,1,8176.54427308075,2831379.88583537
922,637,ערערה,AR'ARA,2,6370002,,,1,4438.98012648662,1165708.90688827
923,637,ערערה,AR'ARA,3,6370003,,,1,5958.1560336621,1795013.59561505
924,637,ערערה,AR'ARA,4,6370004,,,1,6084.58577874315,932103.325284416
925,637,ערערה,AR'ARA,5,6370005,,,1,4823.99339227016,1222438.28774249
926,637,ערערה,AR'ARA,6,6370006,,,1,5365.45223176319,1313321.65874944
927,638,קלנסווה,QALANSAWE,1,6380001,,,1,7634.95150010496,2607114.74390973
928,638,קלנסווה,QALANSAWE,2,6380002,,,1,8358.02097259062,3346676.00763624
929,638,קלנסווה,QALANSAWE,3,6380003,,,1,4641.76573444183,782374.073226566
930,638,קלנסווה,QALANSAWE,4,6380004,,,1,6909.96508714148,1695130.96848569
931,648,מצר,MEZER,1,6480001,,,1,2742.82890951241,415281.127309282
932,649,מייסר,MEISER,1,6490001,,,1,3260.12966442215,542229.220774538
933,652,אבטין,IBTIN,1,6520001,,,1,4557.27707221724,699434.163516033
934,654,כפר קרע,KAFAR QARA,1,6540001,,,1,7506.69033482993,1723927.36077514
935,654,כפר קרע,KAFAR QARA,2,6540002,,,1,6442.7352546063,1676178.81246214
936,654,כפר קרע,KAFAR QARA,3,6540003,,,1,6067.49943136692,1351767.77579369
937,654,כפר קרע,KAFAR QARA,4,6540004,,,1,7563.53712922949,3060106.27105027
938,658,שייח' דנון,SHEIKH DANNUN,1,6580001,,,1,3663.42586040092,553739.157400101
939,661,שער אפרים,SHA'AR EFRAYIM,1,6610001,,,1,3880.30396607463,906456.574951542
940,662,חוסן,HOSEN,1,6620001,,,1,6993.81796636699,1084122.43199078
941,663,טירת יהודה,TIRAT YEHUDA,1,6630001,,,1,5401.15630173433,1337928.71741215
942,664,כרם בן זמרה,KEREM BEN ZIMRA,1,6640001,,,1,7014.73523210839,971640.915306846
943,665,תקומה,TEQUMA,1,6650001,,,1,5828.5892599728,1961159.4412786
944,666,עומר,OMER,1,6660001,,,1,21122.2751266218,18220413.2816452
945,667,ברעם,BAR'AM,1,6670001,,,1,3747.63183185696,501453.678808576
946,668,מפלסים,MEFALLESIM,1,6680001,,,1,4128.96368677494,855896.687339619
947,670,משמר איילון,MISHMAR AYYALON,1,6700001,,,1,6450.45455164567,1634141.08697672
948,672,בית נקופה,BET NEQOFA,1,6720001,,,1,3136.72038129204,380320.116439601
949,673,כפר טרומן,KEFAR TRUMAN,1,6730001,,,1,6596.2479612685,2146834.68109066
950,674,לימן,LIMAN,1,6740001,,,1,6594.55676683513,2491532.23465967
951,675,הבונים,HABONIM,1,6750001,,,1,3045.73646183012,400726.609218531
952,676,עין השלושה,EN HASHELOSHA,1,6760001,,,1,2900.24149038267,488799.225468801
953,677,הסוללים,HASOLELIM,1,6770001,,,1,4687.20663578764,1085213.45132595
954,678,מעגן,MA'AGAN,1,6780001,,,1,3262.27898235367,572315.287243677
955,679,אביאל,AVI'EL,1,6790001,,,1,5572.78481081945,1748767.38584408
956,680,אומץ,OMEZ,1,6800001,,,1,4952.28047058476,1253596.26361651
957,681,גבעת שמואל,GIV'AT SHEMU'EL,1,6810001,,,1,3107.84340609938,387726.675644562
958,681,גבעת שמואל,GIV'AT SHEMU'EL,2,6810002,,,1,2790.36029540234,232377.016628261
959,681,גבעת שמואל,GIV'AT SHEMU'EL,3,6810003,,,1,2349.05525878764,331270.29378736
960,681,גבעת שמואל,GIV'AT SHEMU'EL,4,6810004,,,1,2799.7083622854,321152.437392411
961,681,גבעת שמואל,GIV'AT SHEMU'EL,5,6810005,,,1,1960.34055252975,183181.399513636
962,681,גבעת שמואל,GIV'AT SHEMU'EL,6,6810006,,,1,2240.49750255412,233242.17726027
963,681,גבעת שמואל,GIV'AT SHEMU'EL,7,6810007,,,1,3260.00408988598,254261.409775095
964,681,גבעת שמואל,GIV'AT SHEMU'EL,8,6810008,,,1,2264.09868942653,246672.105087695
965,681,גבעת שמואל,GIV'AT SHEMU'EL,9,6810009,,,4,3264.40147764471,382875.178361214
966,682,אליקים,ELYAQIM,1,6820001,,,1,3133.03591166,532065.342143205
967,683,גבע כרמל,GEVA  KARMEL,1,6830001,,,1,5920.35523389606,1968763.17597003
968,684,היוגב,HAYOGEV,1,6840001,,,1,8000.02870709574,4172760.43362819
969,685,בניה,BENAYA,1,6850001,,,1,7132.65255313333,2396444.52630736
970,686,נווה ימין,NEWE YAMIN,1,6860001,,,1,6070.98422130219,2138556.68163885
971,687,עין איילה,EN AYYALA,1,6870001,,,1,6603.44796712602,2448193.57570035
972,688,עלמה,ALMA,1,6880001,,,1,4932.6250034768,961599.012941065
973,689,מגדים,MEGADIM,1,6890001,,,1,6933.82125628997,2951352.49839524
974,690,כפר אחים,KEFAR AHIM,1,6900001,,,1,5846.10507348806,1771959.1743133
975,692,שפיר,SHAFIR,1,6920001,,,1,9095.53890220196,2953610.09527642
976,693,"נתיב הל""ה",NETIV HALAMED-HE,1,6930001,,,1,3983.64183599766,566868.366212689
977,694,מעגן מיכאל,MA'AGAN MIKHA'EL,1,6940001,,,1,5149.03290053912,1003504.93973003
978,695,מגן,MAGEN,1,6950001,,,1,5113.57441926393,1224436.25148251
979,696,"כפר חב""ד",KEFAR HABAD,1,6960001,,,1,5576.63615788024,1315151.24908448
980,697,בארותיים,BE'EROTAYIM,1,6970001,,,1,7955.0061398502,2993875.45572791
981,698,בורגתה,BURGETA,1,6980001,,,1,6505.09082608693,2174357.68836349
982,699,ניר ישראל,NIR YISRA'EL,1,6990001,,,1,8509.44774128482,3961780.96573649
983,700,חצב,HAZAV,1,7000001,,,1,8128.90327534735,2465794.85964063
984,701,ארבל,ARBEL,1,7010001,,,1,4527.56037447853,981534.272537521
985,702,האון,HAON,1,7020001,,,1,5114.68718455349,1207691.72448615
986,703,גבעת עוז,GIV'AT OZ,1,7030001,,,1,2483.80176219126,369428.390418817
987,705,נחשונים,NAHSHONIM,1,7050001,,,1,2788.57326694252,434879.493666823
988,706,גיאה,GE'A,1,7060001,,,1,8154.74226935068,2480297.91865833
989,707,כפר דניאל,KEFAR DANIYYEL,1,7070001,,,1,2779.5206441845,479356.295868599
990,708,עמקה,AMQA,1,7080001,,,1,5991.72947707807,1919011.35594679
991,709,תפרח,TIFRAH,1,7090001,,,1,7472.19924111067,2978012.75472475
992,710,בית זית,BET ZAYIT,1,7100001,,,1,4818.0944909278,843634.68316993
993,711,עזריה,AZARYA,1,7110001,,,1,6878.81422790238,2347626.56559761
994,712,בן עמי,BEN AMMI,1,7120001,,,1,7664.01750167262,3023138.33943633
995,713,רעים,RE'IM,1,7130001,,,1,3730.31424620495,715433.201173753
996,714,ארז,EREZ,1,7140001,,,1,3766.01571499858,626238.161398425
997,715,להבות חביבה,LAHAVOT HAVIVA,1,7150001,,,1,2658.20232687028,413083.275401337
998,716,אייל,EYAL,1,7160001,,,1,3064.11715877916,505135.028874131
999,717,חגור,HAGOR,1,7170001,,,1,5213.17375251615,1467039.04300383
1000,718,ירחיב,YARHIV,1,7180001,,,1,4060.02307253536,708301.328366381
1001,719,תל קציר,TEL QAZIR,1,7190001,,,1,5099.89975735011,1404882.06302327
1002,720,ניר גלים,NIR GALLIM,1,7200001,,,1,4812.18761447665,536042.088165571
1003,721,שדה אילן,SEDE ILAN,1,7210001,,,1,7106.62038451587,2229976.94002022
1004,722,מגשימים,MAGSHIMIM,1,7220001,,,1,5341.04441225215,1671870.43876525
1005,723,בית הגדי,BET HAGADDI,1,7230001,,,1,6796.95870256734,2133955.62752694
1006,726,הודייה,HODIYYA,1,7260001,,,1,6825.70344696019,1862774.49320235
1007,727,תלמי יחיאל,TALME YEHI'EL,1,7270001,,,1,8129.58195880018,3365320.65371121
1008,729,משמר השבעה,MISHMAR HASHIV'A,1,7290001,,,1,5829.82703514813,1748529.34140706
1009,730,אליפלט,ELIFELET,1,7300001,,,1,4707.93079215109,894491.072272434
1010,731,מישר,MESHAR,1,7310001,,,1,6223.5846165615,1822999.2527823
1011,732,משמר הירדן,MISHMAR HAYARDEN,1,7320001,,,1,4427.56231340367,1125320.78888005
1012,734,גן יאשיה,GAN YOSHIYYA,1,7340001,,,1,6260.23803605634,1925520.61702681
1013,735,רמות מאיר,RAMOT ME'IR,1,7350001,,,1,4182.43963326076,504889.924611081
1014,736,גילת,GILAT,1,7360001,,,1,7342.3181568989,3313414.61268034
1015,737,עולש,OLESH,1,7370001,,,1,6863.26244755334,2624273.5564213
1016,738,דור,DOR,1,7380001,,,1,3481.11715737812,579560.669174828
1017,739,שדה עוזיהו,SEDE UZZIYYAHU,1,7390001,,,1,6934.79926239924,2880983.31875475
1018,740,אשתאול,ESHTA'OL,1,7400001,,,1,4002.39565232308,910571.967838541
1019,741,שואבה,SHO'EVA,1,7410001,,,1,2774.91819559302,207618.07436457
1020,742,מסילת ציון,MESILLAT ZIYYON,1,7420001,,,1,5391.48905411953,553040.265837342
1021,743,כפר שמואל,KEFAR SHEMU'EL,1,7430001,,,1,7880.68871641364,2072744.7120781
1022,744,תלמי יפה,TALME YAFE,1,7440001,,,1,2586.67177885651,418439.441952669
1023,745,גמזו,GIMZO,1,7450001,,,1,5822.3563068149,900959.203758457
1024,746,ברכיה,BEREKHYA,1,7460001,,,1,7605.38169722198,2361125.58570651
1025,747,בית שקמה,BET SHIQMA,1,7470001,,,1,5823.9614862781,2061801.27769409
1026,748,מסלול,MASLUL,1,7480001,,,1,8682.93325278685,1688377.57994442
